City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
125,Hermanus,ZA,-34.4187,19.2345,55.8,45,2,11.81,clear sky
126,Bluff,NZ,-46.6,168.3333,49.8,73,7,8.79,clear sky
127,Whitehorse,CA,60.7161,-135.0538,45.48,91,100,6.44,light rain
128,Fort-Shevchenko,KZ,44.5086,50.263,70.0,74,98,9.4,overcast clouds
129,Port Blair,IN,11.6667,92.75,84.61,76,100,12.44,overcast clouds
130,Mar Del Plata,AR,-38.0023,-57.5575,54.12,71,61,1.01,broken clouds
131,Portland,US,45.5234,-122.6762,61.59,74,90,1.01,overcast clouds
132,Nyurba,RU,63.2842,118.3319,53.6,39,8,16.82,clear sky
133,Balkanabat,TM,39.5108,54.3671,72.27,59,0,7.05,clear sky
134,Chipinge,ZW,-20.1883,32.6236,50.32,93,68,4.32,broken clouds
135,Lososina,RU,48.9975,140.3106,53.85,73,72,6.62,broken clouds
136,Iqaluit,CA,63.7506,-68.5145,32.7,86,33,8.99,scattered clouds
137,Bambous Virieux,MU,-20.3428,57.7575,71.22,81,52,15.77,light rain
138,Qena,EG,26.1615,32.7183,78.94,21,0,5.59,clear sky
139,Mollendo,PE,-17.0231,-72.0147,62.67,85,91,5.35,overcast clouds
140,Mount Gambier,AU,-37.8333,140.7667,58.91,67,100,20.71,overcast clouds
141,Albany,US,42.6001,-73.9662,77.92,68,45,3.15,scattered clouds
142,Upernavik,GL,72.7868,-56.1549,36.61,83,25,3.91,scattered clouds
143,Vaini,TO,-21.2,-175.2,77.16,83,75,10.36,broken clouds
144,Durant,US,33.994,-96.3708,76.91,88,75,14.97,moderate rain
145,Arawa,PG,-6.2132,155.5367,86.67,66,11,5.53,few clouds
146,Victoria,HK,22.2855,114.1577,84.96,80,81,3.0,broken clouds
147,Ponta Do Sol,PT,32.6667,-17.1,66.83,77,15,5.64,few clouds
148,Jamame,SO,0.0722,42.7506,73.96,90,54,8.34,broken clouds
149,Bethel,US,41.3712,-73.414,80.65,70,53,4.43,broken clouds
150,Ola,RU,59.5833,151.2833,49.03,75,22,7.65,few clouds
151,Kirakira,SB,-10.4544,161.9205,82.31,79,24,8.3,few clouds
152,Kaitangata,NZ,-46.2817,169.8464,51.58,68,2,6.42,clear sky
153,Sur,OM,22.5667,59.5289,82.56,79,0,11.41,clear sky
154,Piacabucu,BR,-10.4056,-36.4344,73.81,87,23,3.76,few clouds
155,Lobito,AO,-12.3481,13.5456,73.74,76,43,3.11,scattered clouds
156,Saint George,US,37.1041,-113.5841,100.87,10,1,8.99,clear sky
157,Kodiak,US,57.79,-152.4072,65.71,32,1,13.8,clear sky
158,Jardim,BR,-21.4803,-56.1381,75.85,47,72,0.69,broken clouds
159,East London,ZA,-33.0153,27.9116,63.07,39,0,10.47,clear sky
160,New Norfolk,AU,-42.7826,147.0587,61.88,37,100,8.7,overcast clouds
161,North Bend,US,43.4065,-124.2243,65.95,67,90,12.66,overcast clouds
162,Redlands,US,34.0556,-117.1825,90.93,46,20,4.0,few clouds
163,Poum,NC,-20.2333,164.0167,73.96,57,100,15.19,overcast clouds
164,Vire,FR,48.9167,-0.8333,54.79,91,69,2.33,broken clouds
165,Chemin Grenier,MU,-20.4872,57.4656,70.57,83,97,13.13,light rain
166,Ucluelet,CA,48.9329,-125.5528,52.09,86,100,7.47,overcast clouds
167,Dahuk,IQ,36.8695,42.994,68.05,26,0,3.69,clear sky
168,Aktau,KZ,43.65,51.2,64.98,73,14,9.22,few clouds
169,Saint-Philippe,RE,-21.3585,55.7679,71.19,82,98,17.67,light rain
170,Santa Rosa,PH,14.3122,121.1114,89.58,75,72,0.51,broken clouds
171,Bud,US,39.447,-86.1758,76.91,92,100,8.61,overcast clouds
172,Beyneu,KZ,45.3167,55.2,64.18,59,6,10.38,clear sky
173,Cabo San Lucas,MX,22.8909,-109.9124,97.81,40,1,0.0,clear sky
174,Launceston,AU,-41.45,147.1667,57.79,86,90,7.0,overcast clouds
175,Ancud,CL,-41.8697,-73.8203,52.23,85,100,16.62,light rain
176,Leningradskiy,RU,69.3833,178.4167,43.25,65,18,16.08,few clouds
177,Ballina,AU,-28.8667,153.5667,62.78,68,0,3.78,clear sky
178,Lima,PE,-12.0432,-77.0282,63.14,88,19,8.1,few clouds
179,Olinda,BR,-8.0089,-34.8553,73.13,78,40,8.75,scattered clouds
180,Shieli,KZ,44.1667,66.75,77.07,48,0,3.51,clear sky
181,Chilca,PE,-12.5211,-76.7372,64.85,88,40,8.66,scattered clouds
182,Bend,US,44.0582,-121.3153,61.88,36,1,4.0,clear sky
183,Aykhal,RU,66.0,111.5,40.24,68,7,24.49,clear sky
184,Ridgecrest,US,35.6225,-117.6709,98.46,10,1,17.0,clear sky
185,Belyy Yar,RU,53.6039,91.3903,53.49,76,0,7.38,clear sky
186,Saint-Pierre,RE,-21.3393,55.4781,71.28,86,75,20.71,light rain
187,Severo-Kurilsk,RU,50.6789,156.125,43.83,92,100,13.42,overcast clouds
188,Sorland,NO,67.667,12.6934,50.58,95,100,6.58,light rain
189,Rawson,AR,-43.3002,-65.1023,48.52,53,24,20.49,few clouds
190,Beaverlodge,CA,55.2166,-119.4361,58.44,44,30,11.56,scattered clouds
191,Wairoa,NZ,-39.0333,177.3667,61.56,69,100,7.0,overcast clouds
192,Tiksi,RU,71.6872,128.8694,44.74,58,99,1.12,light rain
193,Ergani,TR,38.2653,39.7621,57.92,43,0,8.61,clear sky
194,Maputo,MZ,-25.9653,32.5892,60.22,85,63,1.99,broken clouds
195,Okhotsk,RU,59.3833,143.3,46.94,78,100,5.39,overcast clouds
196,Bengkulu,ID,-3.8004,102.2655,76.87,85,28,3.27,scattered clouds
197,Sycow,PL,51.3081,17.7198,60.13,76,90,5.66,overcast clouds
198,Pangpang,PH,15.9394,120.3092,86.38,68,100,8.43,overcast clouds
199,Hsinchu,TW,24.8036,120.9686,85.98,82,100,1.01,overcast clouds
200,Bredasdorp,ZA,-34.5322,20.0403,55.27,38,5,8.21,clear sky
201,Axim,GH,4.8699,-2.2405,78.69,84,20,7.61,few clouds
202,Torbay,CA,47.6666,-52.7314,40.28,91,24,3.0,few clouds
203,Pecos,US,31.4229,-103.4932,102.29,8,1,8.05,clear sky
204,Tiffin,US,41.1145,-83.178,82.42,86,100,9.13,overcast clouds
205,Shablykino,RU,52.8566,35.1964,51.87,98,100,6.4,overcast clouds
206,Usinsk,RU,65.9939,57.5281,36.77,72,96,11.79,overcast clouds
207,Bathsheba,BB,13.2167,-59.5167,79.83,79,76,19.89,broken clouds
208,Geraldton,AU,-28.7667,114.6,59.13,77,100,16.46,overcast clouds
209,Avera,US,33.194,-82.5271,75.07,95,100,8.41,light rain
210,Nanpiao,CN,41.0982,120.7479,76.21,45,100,8.19,overcast clouds
211,Zhigansk,RU,66.7697,123.3711,54.14,42,100,16.37,overcast clouds
212,Gunnedah,AU,-30.9833,150.25,60.42,61,26,1.01,scattered clouds
213,Emerald,AU,-23.5333,148.1667,69.35,36,0,6.06,clear sky
214,Culpeper,US,38.5004,-77.9664,81.97,71,40,0.0,scattered clouds
215,Semikarakorsk,RU,47.5194,40.8112,59.81,94,20,6.93,few clouds
216,Norman Wells,CA,65.282,-126.8329,55.44,54,75,8.05,broken clouds
217,Thompson,CA,55.7435,-97.8558,57.9,83,100,5.53,overcast clouds
218,Hasaki,JP,35.7333,140.8333,73.8,79,99,4.29,overcast clouds
219,Lasa,IT,46.6166,10.7002,56.62,94,100,2.01,overcast clouds
220,Washington,US,47.5001,-120.5015,60.48,46,72,3.33,broken clouds
221,Plettenberg Bay,ZA,-34.0527,23.3716,68.59,29,4,13.71,clear sky
222,Kahului,US,20.8947,-156.47,86.02,64,40,23.02,scattered clouds
223,Chumphon,TH,10.3333,98.8333,71.71,91,100,4.47,light rain
224,Hirado,JP,33.3597,129.5531,72.36,80,100,6.17,overcast clouds
225,Chokurdakh,RU,70.6333,147.9167,40.32,63,95,5.06,overcast clouds
226,Pakenham,AU,-38.0667,145.4833,60.49,70,100,13.0,overcast clouds
227,Horta,PT,38.5333,-28.6333,63.9,90,100,9.42,overcast clouds
228,Clyde River,CA,70.4692,-68.5914,34.9,100,100,0.98,overcast clouds
229,Mahebourg,MU,-20.4081,57.7,71.26,81,55,15.14,light rain
230,Port Hedland,AU,-20.3167,118.5667,80.65,24,40,19.57,scattered clouds
231,Rocha,UY,-34.4833,-54.3333,45.48,91,94,3.98,overcast clouds
232,Gat,IL,31.61,34.7642,68.4,76,0,1.28,clear sky
233,Bembereke,BJ,10.2283,2.6634,72.9,86,53,3.33,broken clouds
234,Raymond,US,43.9015,-70.4703,82.35,61,49,4.54,scattered clouds
235,Hamilton,US,39.1834,-84.5333,76.75,89,20,5.03,few clouds
236,Moa,CU,20.6569,-74.9403,78.49,85,13,13.02,few clouds
237,Ternate,ID,0.8,127.4,83.35,70,35,2.53,scattered clouds
238,Itacurubi De La Cordillera,PY,-25.45,-56.85,64.51,98,99,5.91,overcast clouds
239,Waingapu,ID,-9.6567,120.2641,82.83,70,99,11.03,overcast clouds
240,Lakes Entrance,AU,-37.8811,147.981,59.58,54,100,11.05,overcast clouds
241,Angol,CL,-37.8,-72.7167,43.32,86,99,1.77,overcast clouds
242,Dzhebariki-Khaya,RU,62.2167,135.8,70.07,59,100,6.55,overcast clouds
243,Bom Jesus,BR,-9.0744,-44.3586,72.72,41,100,1.5,overcast clouds
244,Zalantun,CN,48.0,122.7167,69.64,45,0,7.45,clear sky
245,Gualeguaychu,AR,-33.0094,-58.5172,49.89,85,67,7.49,broken clouds
246,Arica,CL,-18.475,-70.3042,62.83,77,90,1.92,overcast clouds
247,Riyadh,SA,24.6877,46.7219,89.74,17,0,0.0,clear sky
248,Alekseyevsk,RU,57.8406,108.3492,56.7,43,100,7.4,overcast clouds
249,Nanakuli,US,21.3906,-158.1547,84.15,51,75,19.64,broken clouds
250,Aguada De Pasajeros,CU,22.385,-80.8508,75.34,81,95,7.43,light rain
251,Quatre Cocos,MU,-20.2078,57.7625,71.1,82,50,15.82,scattered clouds
252,Carnarvon,AU,-24.8667,113.6333,64.47,63,100,11.5,overcast clouds
253,Watari,JP,38.035,140.8511,75.54,57,100,4.79,overcast clouds
254,High Level,CA,58.5169,-117.136,63.5,30,99,9.57,overcast clouds
255,Izberbash,RU,42.5696,47.8645,62.65,79,86,12.1,overcast clouds
256,Palmer,US,42.1584,-72.3287,81.01,67,20,5.32,few clouds
257,Pisco,PE,-13.7,-76.2167,63.01,86,5,3.44,clear sky
258,Bharatpur,IN,27.2167,77.4833,92.68,32,44,4.47,scattered clouds
259,Dawlatabad,AF,36.4141,64.9053,83.44,31,0,7.16,clear sky
260,Ostrovnoy,RU,68.0531,39.5131,38.19,86,15,6.98,few clouds
261,Thunder Bay,CA,48.4001,-89.3168,71.51,71,9,13.94,clear sky
262,Salalah,OM,17.0151,54.0924,84.29,89,75,4.61,broken clouds
263,Neryungri,RU,56.6709,124.6491,56.93,74,82,14.0,broken clouds
264,Pore,CO,5.7272,-71.9947,71.02,95,100,5.26,overcast clouds
265,Caravelas,BR,-17.7125,-39.2481,72.68,85,50,4.85,scattered clouds
266,Taoudenni,ML,22.6783,-3.9836,100.8,9,84,7.74,broken clouds
267,Grindavik,IS,63.8424,-22.4338,46.87,100,75,10.96,broken clouds
268,Pervomayskoye,RU,43.919,46.7102,61.54,81,100,13.65,overcast clouds
269,Nishihara,JP,26.1842,127.7558,76.66,91,75,2.98,moderate rain
270,Morro Bay,US,35.3658,-120.8499,70.18,74,41,5.99,scattered clouds
271,Zaozerne,UA,45.1582,33.2787,58.95,82,83,6.29,broken clouds
272,Cockburn Town,TC,21.4612,-71.1419,79.88,79,12,21.63,few clouds
273,Mitsamiouli,KM,-11.3847,43.2844,78.35,69,8,15.19,clear sky
274,Grand Gaube,MU,-20.0064,57.6608,71.38,84,17,4.0,few clouds
275,Zaltan,LY,32.947,11.8665,79.88,36,90,6.26,overcast clouds
276,Newtownards,GB,54.5924,-5.6909,53.55,90,100,4.27,overcast clouds
277,Richards Bay,ZA,-28.783,32.0377,57.7,80,0,7.7,clear sky
278,Nanortalik,GL,60.1432,-45.2371,43.18,76,100,12.53,overcast clouds
279,Viransehir,TR,37.2353,39.7631,67.73,26,0,4.63,clear sky
280,Manati,PR,18.4275,-66.4921,80.19,83,100,10.36,overcast clouds
281,Yakeshi,CN,49.2833,120.7333,69.17,44,0,6.4,clear sky
282,Wanlaweyn,SO,2.6185,44.8938,74.1,89,22,12.88,few clouds
283,Troutdale,US,45.5393,-122.3873,62.24,71,75,5.01,broken clouds
284,Redmond,US,47.674,-122.1215,55.98,83,100,1.01,overcast clouds
285,Shingu,JP,33.7333,135.9833,68.77,80,100,3.13,overcast clouds
286,Namibe,AO,-15.1961,12.1522,75.29,44,0,10.22,clear sky
287,Kaeo,NZ,-35.1,173.7833,61.32,97,100,12.91,light rain
288,Lata,PT,40.1629,-8.3327,59.81,94,2,1.5,clear sky
289,Najran,SA,17.4924,44.1277,77.74,36,92,7.0,overcast clouds
290,Armash,AM,39.7653,44.809,55.54,52,0,12.91,clear sky
291,Floro,NO,61.5996,5.0328,53.24,93,20,4.61,few clouds
292,Ojinaga,MX,29.5667,-104.4167,101.57,9,1,8.05,clear sky
293,Luba,GQ,3.4568,8.5547,77.56,82,100,1.79,overcast clouds
294,Aswan,EG,24.0934,32.907,81.32,18,0,12.03,clear sky
295,Beringovskiy,RU,63.05,179.3167,34.65,99,100,4.54,light rain
296,Sengiley,RU,53.9622,48.7944,53.67,92,90,2.44,overcast clouds
297,Ayan,RU,56.45,138.1667,42.37,89,93,4.63,overcast clouds
298,Lahij,YE,13.1667,44.5833,83.5,61,34,6.55,scattered clouds
299,Georgetown,MY,5.4112,100.3354,82.89,83,20,3.67,few clouds
300,Mazagao,BR,-0.115,-51.2894,78.85,95,12,4.61,few clouds
301,Davlekanovo,RU,54.2215,55.0343,48.22,72,4,2.33,clear sky
302,Ossora,RU,59.2353,163.0719,41.65,89,100,5.3,overcast clouds
303,Bentiu,SS,9.2333,29.8333,76.89,76,15,2.53,few clouds
304,Nouakchott,MR,18.0858,-15.9785,75.13,46,4,16.73,clear sky
305,Deputatskiy,RU,69.3,139.9,47.3,48,78,9.64,broken clouds
306,Atar,MR,20.5169,-13.0499,92.21,15,5,14.88,clear sky
307,Henties Bay,NA,-22.116,14.2845,69.85,50,0,10.65,clear sky
308,Wahiawa,US,21.5028,-158.0236,80.92,60,75,16.11,broken clouds
309,Faanui,PF,-16.4833,-151.75,81.57,76,62,11.79,broken clouds
310,General Pico,AR,-35.6566,-63.7568,48.36,52,93,7.78,overcast clouds
311,Carballo,ES,43.213,-8.691,58.01,91,27,4.21,scattered clouds
312,Tignere,CM,7.3667,12.65,63.52,87,62,2.35,broken clouds
313,Ochamchira,GE,42.7121,41.4721,56.61,90,71,3.96,broken clouds
314,Coquimbo,CL,-29.9533,-71.3436,55.13,87,90,2.55,overcast clouds
315,Paamiut,GL,61.994,-49.6678,38.07,97,100,5.91,moderate rain
316,Ardakan,IR,32.31,54.0175,88.18,11,0,2.64,clear sky
317,Dolores,AR,-36.3132,-57.6792,46.13,75,100,5.28,light rain
318,Moroni,KM,-11.7022,43.2551,76.3,76,69,14.63,broken clouds
319,Jiuquan,CN,39.7432,98.5174,64.76,17,15,6.46,few clouds
320,Gornozavodsk,RU,58.3758,58.3211,56.19,79,45,2.13,scattered clouds
321,Hirara,JP,24.8,125.2833,79.5,86,100,11.45,overcast clouds
322,Arman,RU,59.7,150.1667,53.15,66,96,6.76,overcast clouds
323,Ordynskoye,RU,54.3656,81.8994,60.49,65,0,6.29,clear sky
324,Ambon,ID,-3.6954,128.1814,84.34,74,40,10.63,scattered clouds
325,Rodrigues Alves,BR,-7.738,-72.6509,72.5,97,85,2.62,overcast clouds
326,Tabas,IR,33.5959,56.9244,90.59,11,0,4.92,clear sky
327,Yulara,AU,-25.2406,130.9889,61.5,31,53,4.23,broken clouds
328,Isangel,VU,-19.55,169.2667,75.29,56,99,11.03,overcast clouds
329,Byron Bay,AU,-28.65,153.6167,71.06,63,0,4.47,clear sky
330,Euclides Da Cunha,BR,-10.5075,-39.0158,65.01,98,1,3.69,clear sky
331,Granada,ES,37.25,-3.25,61.3,53,0,4.61,clear sky
332,La Fleche,FR,47.6982,-0.0755,61.63,85,100,4.52,overcast clouds
333,Parabel,RU,58.6978,81.4825,52.05,83,100,8.93,overcast clouds
334,Wazirabad,PK,32.4458,74.1159,87.78,33,0,5.17,clear sky
335,Duncan,US,34.5023,-97.9578,80.82,76,75,11.5,broken clouds
336,Susangerd,IR,31.5608,48.1831,90.57,12,0,10.92,clear sky
337,Verkhoyansk,RU,67.5447,133.385,57.92,31,100,8.72,overcast clouds
338,Hambantota,LK,6.1241,81.1185,75.54,100,0,13.76,clear sky
339,Siguiri,GN,11.6667,-9.5,83.5,45,33,2.46,scattered clouds
340,Angoche,MZ,-16.2325,39.9086,72.1,72,83,12.93,broken clouds
341,Bambari,CF,5.768,20.6757,68.67,93,67,1.59,broken clouds
342,Ormara,PK,25.2088,64.6357,83.48,72,98,6.98,overcast clouds
343,Finspang,SE,58.7058,15.7674,55.8,76,26,4.0,scattered clouds
344,Bonavista,CA,48.6499,-53.1147,38.62,83,80,12.55,broken clouds
345,Mayo,US,38.8876,-76.5119,86.07,76,1,1.01,clear sky
346,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.83,86,100,13.51,overcast clouds
347,Kavaratti,IN,10.5669,72.642,81.93,79,100,11.79,overcast clouds
348,Pontes E Lacerda,BR,-15.2261,-59.3353,79.88,47,100,1.83,overcast clouds
349,Marrakesh,MA,31.6315,-8.0083,77.07,50,40,2.3,scattered clouds
350,Port Hardy,CA,50.6996,-127.4199,52.88,74,100,5.28,overcast clouds
